W|34|111|1
W|9|111|1
W|5|110|1
W|13|010|2
W|39|100|1
W|39|011|3
W|39|010|2
W|9|001|3
W|48|100|1
W|43|101|1
W|52|100|1
W|44|010|2
W|29|010|2
W|4|010|2
Z|18|111|3
Z|33|110|2
Z|13|001|3
Z|27|010|2
Z|27|100|1
Z|16|010|2
Z|8|001|3
Z|12|010|2
Z|4|001|3
Z|12|101|3
Y|40|111|1
Y|45|100|1
Y|40|010|2
Y|16|010|2
Y|45|011|3
Y|22|100|1
Y|49|011|3
Y|44|101|1
Y|27|100|1
Y|39|110|1
Y|49|010|2
Y|52|100|1
Y|34|100|1
Y|51|010|2
W|48|111|3
W|52|010|2
W|34|111|1
W|39|100|1
W|39|011|3
W|33|010|2
W|33|100|1
W|8|111|3
W|13|011|2
W|25|010|2
W|25|001|3
W|36|010|2
W|15|010|2
W|18|100|1
W|10|011|3
W|10|110|1
W|23|010|2
W|23|101|3
W|5|001|3
Z|17|111|2
Z|22|101|3
Z|33|110|1
Z|28|011|2
Z|17|001|3
Z|21|010|2
Z|43|011|3
Z|34|100|1
Z|16|011|2
Z|22|100|1
Z|35|111|1
Z|23|001|3
Z|18|010|2
Z|41|100|1
Z|18|100|1
Z|9|010|2
Z|36|100|1
Z|13|100|1
Z|29|010|2
Z|45|010|2
Z|34|101|1
Z|45|101|3
Z|34|001|3
Z|43|010|2
X|25|111|2
X|20|101|1
X|40|010|2
X|26|100|1
X|35|001|3
X|40|001|3
X|48|100|1
X|36|111|2
X|31|001|3
X|38|110|2
X|33|001|3
X|27|010|2
X|47|100|1
X|51|100|1
X|30|001|3
X|33|010|2
X|41|100|1
X|43|010|2
X|21|010|2
X|34|101|3
X|30|010|2
Y|47|110|2
Y|30|001|3
W|39|111|1
W|23|001|3
W|18|101|1
W|35|100|1
W|30|011|3
W|46|011|3
W|13|110|1
W|31|010|2
W|23|100|1
W|46|010|2
W|29|111|1
W|23|110|1
W|36|111|2
W|22|010|2
W|31|101|3
W|22|100|1
W|16|110|2
W|11|010|2
W|17|100|1
W|37|011|2
W|27|100|1
W|25|001|3
W|32|100|1
W|27|010|2
Z|40|111|1
Z|52|100|1
Z|53|100|1
Z|43|111|1
Z|43|011|3
Z|44|011|3
Z|44|110|2
Z|50|010|2
Z|44|100|1
Z|39|010|2
Y|50|110|2
Y|53|100|1
Y|20|111|2
Y|45|001|3
Y|20|101|1
Y|25|101|1
Y|14|001|3
Y|26|100|1
Y|52|010|2
Y|50|100|1
Y|41|011|3
X|39|111|1
X|29|010|2
X|8|100|1
X|17|001|3
X|39|011|3
X|8|010|2
X|4|110|2
X|43|010|2
X|44|011|2
X|43|101|3
Z|14|111|1
Z|22|111|1
Z|11|010|2
Z|14|011|2
Z|6|010|2
Z|6|100|1
Z|28|100|1
Z|28|011|2
Z|13|010|2
Z|38|100|1
Z|17|010|2
Z|15|100|1
Z|28|001|3
Z|19|100|1
X|53|110|2
X|53|100|1
X|35|100|1
X|29|110|1
X|29|010|2
X|28|001|3
X|35|011|3
X|39|100|1
X|23|110|1
X|30|010|2
X|24|001|3
X|44|100|1
Z|35|111|1
Z|29|110|2
Z|34|101|3
Z|28|111|2
Z|33|001|3
Z|34|100|1
Z|22|001|3
Z|40|100|1
Z|45|100|1
Z|41|010|2
Z|41|101|1
Z|29|100|1
Z|38|010|2
Z|46|100|1
Z|34|111|3
Z|18|001|3
Z|24|011|2
Z|27|010|2
Z|27|100|1
Z|29|010|2
Z|13|010|2
Y|27|110|1
Y|13|001|3
Y|16|010|2
Y|13|110|1
Y|12|010|2
Y|9|010|2
Y|14|100|1
Y|5|001|3
Y|1|010|2
Y|24|100|1
Y|1|100|1
Y|27|010|2
Y|33|011|2
Y|11|010|2
W|19|111|1
W|9|001|3
W|13|010|2
W|5|001|3
W|8|001|3
W|20|001|3
W|1|010|2
W|19|011|2
W|12|010|2
W|12|101|3
W|7|001|3
W|18|101|1
W|8|111|2
W|24|010|2
W|12|101|1
W|19|101|1
W|17|100|1
W|11|100|1
W|23|100|1
W|25|100|1
W|23|011|2
W|14|110|2
W|18|101|3
W|13|101|1
W|15|100|1
W|15|010|2
W|40|111|3
W|49|100|1
W|44|010|2
W|52|010|2
W|44|101|3
W|45|010|2
W|39|001|3
W|33|100|1
W|53|100|1
W|39|110|1
W|16|010|2
W|39|010|2
W|29|010|2
W|35|100|1
Y|22|111|2
Y|13|111|1
Y|12|011|3
Y|9|010|2
Y|23|011|3
Y|9|101|1
Y|1|110|1
Y|21|100|1
Y|14|011|3
W|9|111|3
W|14|011|3
W|20|101|1
W|24|010|2
W|25|101|3
W|5|110|2
W|15|100|1
W|6|110|2
W|20|001|3
W|10|010|2
W|32|100|1
W|2|010|2
Z|39|111|3
Z|24|111|1
Z|24|011|2
Z|24|001|3
Z|19|101|3
Z|29|001|3
Z|23|011|3
Z|18|110|1
Z|39|110|2
Z|34|011|3
Z|45|100|1
Z|30|010|2
Y|18|111|2
Y|20|010|2
Y|19|001|3
X|38|110|2
X|43|011|2
X|30|111|1
X|43|001|3
X|28|110|2
W|9|111|2
W|36|111|3
W|9|101|1
W|30|001|3
W|8|001|3
W|41|011|3
W|2|100|1
W|12|010|2
W|42|010|2
W|46|001|3
W|18|100|1
W|23|010|2
W|36|010|2
W|7|001|3
Z|19|111|2
Z|25|100|1
Z|40|100|1
Z|14|100|1
Z|40|011|2
Y|45|111|3
Y|35|110|2
Y|41|010|2
Y|49|011|3
Y|49|010|2
Y|31|011|3
Y|41|101|1
Y|19|001|3
Y|37|011|2
Y|14|001|3
Y|30|111|1
Y|13|111|1
Y|30|011|2
Y|36|100|1
Y|35|101|3
Y|31|010|2
Y|31|101|3
Y|8|110|2
Y|32|010|2
Y|32|100|1
Y|41|100|1
Y|41|001|3
Y|35|100|1
Y|20|001|3
X|9|111|1
X|5|100|1
X|16|111|2
X|14|100|1
X|22|100|1
X|28|100|1
X|1|100|1
X|19|100|1
X|9|010|2
X|28|011|3
X|22|010|2
X|23|100|1
X|24|010|2
X|19|001|3
W|9|111|2
W|13|001|3
W|23|010|2
W|43|001|3
W|29|100|1
W|35|100|1
W|29|010|2
W|17|001|3
W|17|110|1
W|43|100|1
W|51|100|1
W|7|001|3
W|48|010|2
W|44|001|3
Z|21|110|2
Z|17|111|2
Z|27|010|2
Z|14|111|1
Z|9|110|2
Z|23|010|2
Z|23|101|3
Z|14|011|3
Z|10|010|2
Z|24|001|3
Z|17|001|3
Z|25|100|1
Z|25|011|3
Z|34|010|2
Z|10|101|1
Z|14|111|2
Z|10|101|3
Z|9|001|3
Z|30|010|2
Z|9|110|2
Z|20|100|1
Z|35|101|3
Z|26|100|1
Z|9|100|1
Z|40|011|3
Z|8|001|3
Z|25|010|2
Z|30|101|1
Z|2|100|1
W|13|111|3
W|24|101|1
W|23|111|1
W|10|010|2
W|19|100|1
W|18|010|2
W|19|011|2
W|2|010|2
W|30|100|1
W|25|100|1
W|5|011|2
W|52|110|1
W|51|010|2
W|43|101|1
Y|44|111|2
Y|48|100|1
Y|17|001|3
Y|44|100|1
Y|49|100|1
Y|49|011|3
Y|48|011|3
Y|50|010|2
Y|17|110|1
Y|52|010|2
Y|12|110|1
Y|22|010|2
Y|29|111|2
Y|34|101|3
Y|39|011|3
Y|29|101|1
Y|20|111|2
Y|39|010|2
Y|25|101|3
Y|31|011|3
Y|25|100|1
Y|42|100|1
Y|32|010|2
Y|17|001|3
W|40|111|2
W|7|010|2
W|12|100|1
W|40|101|3
W|8|010|2
W|49|100|1
W|8|101|3
W|35|001|3
W|3|010|2
W|41|010|2
W|9|101|1
W|17|100|1
Z|44|111|2
Z|26|100|1
Z|20|110|2
Z|20|100|1
Z|45|011|3
Z|48|011|2
Z|52|110|1
Z|49|011|3
Z|52|010|2
Z|32|100|1
X|46|111|1
X|41|110|2
X|41|100|1
X|13|101|3
X|24|100|1
X|46|011|3
X|53|010|2
X|8|001|3
X|8|110|2
X|46|010|2
X|17|100|1
X|23|110|1
X|29|100|1
X|17|010|2
Y|40|111|2
Y|36|010|2
Y|30|001|3
Y|25|001|3
Y|30|110|2
Y|30|100|1
Y|35|101|1
Y|19|011|3
Y|41|100|1
Y|29|110|1
Y|29|010|2
Y|37|100|1
Y|48|100|1
Y|17|001|3
Z|28|111|1
Z|34|100|1
Z|39|100|1
Z|19|101|3
Z|39|011|3
X|16|111|1
X|15|100|1
X|28|100|1
X|28|011|3
X|22|010|2
X|29|010|2
W|48|111|3
W|25|001|3
W|20|010|2
W|26|100|1
W|49|010|2
W|41|100|1
W|44|001|3
W|44|110|1
W|35|101|3
W|40|011|2
W|34|001|3
W|40|001|3
Y|23|111|3
Y|29|011|3
Y|30|011|3
Y|36|011|3
Y|24|001|3
Y|41|001|3
Y|34|010|2
Y|23|110|1
Y|40|100|1
Y|23|010|2
Y|24|100|1
Y|34|101|3
Y|31|010|2
Y|30|010|2
Z|40|111|2
Z|52|010|2
Z|8|001|3
W|26|110|1
W|29|010|2
W|39|100|1
W|37|010|2
W|28|110|2
W|44|100|1
W|28|100|1
W|37|101|3
W|38|100|1
W|33|100|1
W|39|010|2
W|48|100|1
Y|18|111|1
Y|8|001|3
Y|18|011|2
Y|4|011|2
Y|4|101|1
Y|23|101|1
Y|17|110|2
Y|28|100|1
Y|34|100|1
Y|28|010|2
Y|16|001|3
Y|5|100|1
W|52|110|1
W|50|010|2
W|49|011|3
W|48|110|2
W|48|100|1
W|40|010|2
W|39|001|3
W|43|001|3
W|45|001|3
W|39|100|1
W|28|001|3
W|28|110|2
Z|7|111|3
Z|9|111|1
Z|8|010|2
Z|8|101|1
Z|12|001|3
Z|16|100|1
Z|17|011|3
Z|0|010|2
Z|0|100|1
Z|2|100|1
Z|8|001|3
Z|17|010|2
Y|29|111|2
Y|34|101|3
Y|29|101|3
Y|43|011|3
Y|38|010|2
Y|35|011|3
Y|29|100|1
Y|35|010|2
Y|23|110|1
Y|17|110|1
Y|39|011|2
Y|33|001|3
Y|33|110|1
Y|47|010|2
X|33|111|3
X|35|100|1
X|28|011|2
X|39|011|3
X|34|100|1
X|23|001|3
X|23|010|2
X|43|110|1
X|35|011|2
X|39|010|2
X|24|101|1
X|35|001|3
X|15|110|1
X|13|011|3
X|13|010|2
X|12|111|1
X|7|110|2
X|17|111|3
X|23|011|3
X|34|010|2
X|29|001|3
X|16|101|1
X|7|010|2
X|12|101|3
X|16|001|3
W|7|111|2
W|14|001|3
W|3|010|2
W|14|010|2
W|31|100|1
W|24|101|3
W|35|010|2
W|11|010|2
W|30|001|3
W|15|100|1
W|16|011|2
W|35|101|1
Z|33|111|3
Z|33|110|2
Z|28|101|1
Z|19|010|2
Z|14|001|3
Z|18|100|1
Z|8|001|3
Z|12|010|2
Z|29|100|1
Z|27|010|2
Z|17|111|3
Z|9|010|2
Y|9|111|3
Y|5|001|3
Y|28|110|1
Y|16|001|3
Y|29|101|3
Y|10|100|1
Y|35|011|3
Z|1|110|2
Z|4|010|2
Z|34|010|2
Z|18|010|2
Z|24|100|1
Z|18|100|1
Z|34|001|3
Z|29|001|3
Z|30|110|2
Z|24|011|2
Z|19|101|3
Z|44|100|1
Z|33|111|3
Z|43|011|2
Z|39|101|3
Z|13|100|1
Z|44|011|2
Z|28|110|2
X|51|110|2
X|48|101|3
X|5|001|3
X|9|011|2
X|14|100|1
X|51|100|1
X|48|100|1
X|14|010|2
X|10|101|1
X|52|010|2
X|10|001|3
X|8|001|3
X|5|110|2
X|44|110|2
Y|5|111|1
Y|35|001|3
Y|29|001|3
Y|2|010|2
Y|29|110|2
Y|9|011|2
Y|40|011|3
W|33|111|1
W|14|010|2
W|14|001|3
W|19|011|3
W|31|100|1
W|10|101|3
W|25|010|2
W|24|010|2
W|15|010|2
W|27|100|1
W|24|001|3
W|26|100|1
W|16|010|2
W|16|101|1
Z|5|111|1
Z|31|111|1
Z|4|010|2
Z|8|100|1
Z|13|100|1
Z|31|011|2
Z|41|100|1
Z|41|011|2
Z|9|110|2
Z|45|101|1
Z|40|110|1
Z|25|110|2
Z|40|010|2
Z|15|010|2
Z|22|111|1
Z|50|010|2
Z|49|110|1
Z|22|011|2
Z|16|100|1
Z|17|101|3
Z|46|001|3
Z|7|010|2
Z|29|100|1
Z|12|101|3
Z|34|010|2
Z|12|110|1
W|17|111|1
W|17|011|3
W|6|110|2
W|10|011|2
W|19|100|1
W|8|010|2
W|19|011|3
W|10|001|3
W|25|001|3
W|12|100|1
W|18|100|1
W|9|110|2
W|37|111|3
W|46|010|2
W|33|100|1
W|50|100|1
W|32|010|2
W|38|100|1
W|27|100|1
W|21|100|1
W|53|010|2
W|22|100|1
W|17|010|2
W|16|100|1
W|49|001|3
W|23|100|1
W|19|111|1
W|52|100|1
W|19|011|2
W|10|010|2
W|44|001|3
W|24|101|1
W|48|010|2
W|18|110|2
W|52|010|2
W|53|100|1
W|49|100|1
W|15|100|1
W|45|110|2
W|30|100|1
W|13|111|2
W|13|101|1
W|24|111|1
W|14|100|1
W|19|110|2
W|14|011|3
W|19|001|3
W|31|100|1
W|18|110|1
W|31|011|3
W|37|011|2
W|24|001|3
W|4|001|3
W|20|010|2
X|42|110|2
X|50|010|2
X|24|010|2
X|18|001|3
X|37|110|2
X|31|011|2
X|31|001|3
X|46|100|1
X|24|001|3
X|20|010|2
X|19|111|2
X|48|010|2
X|24|101|1
X|30|100|1
X|19|101|1
X|18|110|2
X|23|101|3
X|52|100|1
X|52|010|2
X|35|110|2
X|34|010|2
X|34|101|3
X|35|101|1
X|28|001|3
Y|29|111|1
Y|23|110|2
Y|17|011|3
Y|22|111|3
Y|22|110|2
Y|40|100|1
Y|21|100|1
Y|16|100|1
Y|18|101|3
Y|27|110|2
W|2|110|2
W|37|100|1
W|37|011|2
W|25|001|3
W|42|100|1
W|32|100|1
W|5|010|2
W|9|100|1
W|20|110|2
W|20|100|1
W|9|011|3
W|36|010|2
Z|8|111|2
Z|12|101|3
Z|12|100|1
Z|41|100|1
Z|45|010|2
Z|45|101|1
Z|22|010|2
Z|40|110|1
Z|30|011|3
Z|35|110|1
Z|30|110|2
Z|4|001|3
Z|45|001|3
Z|40|010|2
W|35|111|2
W|21|010|2
W|29|001|3
W|29|010|2
W|21|100|1
W|36|100|1
W|17|110|1
W|28|001|3
W|12|100|1
W|7|110|2
W|40|100|1
W|16|101|3
W|2|110|1
W|6|100|1
W|20|100|1
W|14|010|2
W|20|011|3
X|17|111|1
X|44|111|3
X|44|110|1
X|23|100|1
X|17|010|2
X|29|100|1
X|51|010|2
Y|30|111|1
Y|36|100|1
Y|35|010|2
Y|24|110|1
Y|31|010|2
Y|3|110|1
Y|19|010|2
Y|25|101|1
Y|14|001|3
Y|35|100|1
Y|25|011|2
Y|34|010|2
Y|31|100|1
Y|34|101|3
X|12|111|2
X|17|100|1
X|4|011|2
X|8|101|1
X|1|010|2
X|8|001|3
X|18|100|1
X|12|100|1
X|23|110|2
X|24|100|1
X|17|011|2
X|0|010|2
X|11|100|1
X|3|110|1
W|51|110|1
W|51|010|2
W|48|101|3
W|9|010|2
W|43|001|3
W|44|001|3
W|52|010|2
W|38|010|2
W|14|100|1
W|14|011|2
W|49|101|1
W|53|100|1
W|43|010|2
W|40|011|3
Z|39|111|1
Z|34|110|1
Z|23|001|3
Z|12|100|1
Z|44|100|1
Z|7|110|2
Z|44|011|2
Y|28|111|1
Y|40|111|3
Y|28|011|2
