Z|000000000000000000000000000000000000000000000000000000|27
W|000000000000000000000000000000000000000000000000000000|51
X|000000000000000000000000000000000000000000000000000000|6
X|000000100000000000000000000000000000000000000000000000|11
W|000000000000000000000000000000000000000000000000000100|39
Z|000000000000000000000000000100000000000000000000000000|0
Y|000000000000000000000000000000000000000000100000000000|22
Z|100000000000000000000000000100000000000000000000000000|12
Y|000000000000000000000010000000000000000000100000000000|18
Y|000000000000000000100010000000000000000000100000000000|50
X|000000100001000000000000000000000000000000000000000000|20
X|000000100001000000001000000000000000000000000000000000|19
W|000000000000000000000000000000000000000100000000000100|49
Y|000000000000000000100010000000000000000000100000001000|32
X|000000100001000000011000000000000000000000000000000000|1
Z|100000000000100000000000000100000000000000000000000000|38
W|000000000000000000000000000000000000000100000000010100|40
Z|000000000000000000000000000000000000000000000000000000|51
W|000000000000000000000000000000000000000000000000000000|26
X|000000000000000000000000000000000000000000000000000000|30
Y|000000000000000000000000000000000000000000000000000000|14
Y|000000000000001000000000000000000000000000000000000000|11
X|000000000000000000000000000000100000000000000000000000|39
W|000000000000000000000000001000000000000000000000000000|23
Z|000000000000000000000000000000000000000000000000000100|49
X|000000000000000000000000000000100000000100000000000000|33
W|000000000000000000000001001000000000000000000000000000|42
X|000000000000000000000000000000100100000100000000000000|22
Z|000000000000000000000000000000000000000000000000010100|31
Y|000000000001001000000000000000000000000000000000000000|3
W|000000000000000000000000000000000000000000000000000000|19
X|000000000000000000000000000000000000000000000000000000|6
Y|000000000000000000000000000000000000000000000000000000|29
Z|000000000000000000000000000000000000000000000000000000|21
Z|000000000000000000000100000000000000000000000000000000|38
Y|000000000000000000000000000001000000000000000000000000|20
X|000000100000000000000000000000000000000000000000000000|3
W|000000000000000000010000000000000000000000000000000000|12
Y|000000000000000000001000000001000000000000000000000000|40
Z|000000000000000000000100000000000000001000000000000000|11
Y|000000000000000000001000000001000000000010000000000000|28
