Y|000000001000000000000000000000000001000000001000000000|41
Y|000000001000000000000000000000000001000001001000000000|31
Y|000000000000000000000000000000000000000000000000000000|34
Y|000000000000000000000000000000000010000000000000000000|26
Y|000000000000000000000000001000000010000000000000000000|25
Y|000000000000000000000000011000000010000000000000000000|6
Y|000000100000000000000000011000000010000000000000000000|44
W|000000000000000000000000000000000000000000000000000000|36
W|000000000000000000000000000000000000100000000000000000|46
W|000000000000000000000000000000000000100000000010000000|29
W|000000000000000000000000000001000000100000000010000000|45
X|000000000000000000000000000000000000000000000000000000|18
X|000000000000000000100000000000000000000000000000000000|36
X|000000000000000000100000000000000000100000000000000000|22
X|000000000000000000100010000000000000100000000000000000|29
W|000000000000000000000000000000000000000000000000000000|46
W|000000000000000000000000000000000000000000000010000000|18
W|000000000000000000100000000000000000000000000010000000|53
W|000000000000000000100000000000000000000000000010000001|19
W|000000000000000000110000000000000000000000000010000001|44
Z|000000000000000000000000000000000000000000000000000000|12
Z|000000000000100000000000000000000000000000000000000000|24
Z|000000000000100000000000100000000000000000000000000000|39
Z|000000000000100000000000100000000000000100000000000000|35
Z|000000000000100000000000100000000001000100000000000000|3
